satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Sentinel 2,1,0.9774436090225564,0.8064516129032258,0.8979591836734694,0.7096774193548386,0.9451612903225807,0.9203650815237925
