satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 5,0.9820788530465949,0.9358490566037736,0.7651006711409396,0.7710843373493976,0.676056338028169,0.8731182795698925,0.8342476346983411
