satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 7,0.9876543209876544,0.9655172413793103,0.894736842105263,0.9345794392523364,0.6153846153846153,0.9325581395348838,0.9120158046990758
