missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,other,area_ha
LANDSAT_8_2013-03-22,47310.900254529945,33321.307736841125,7463.590558077505,1229.0009776448662,4089.725805464966,468.90804994051973,738.3671265590442,77102.78693711074
LANDSAT_8_2013-07-07,77309.4535821968,65939.13544257918,5056.4317937652495,176.94055555240607,4807.471743651514,449.4090651741797,880.0649814744521,77102.78693711074
LANDSAT_8_2013-07-23,77243.031154879,3912.717783317692,60077.864348680836,322.14615698474864,8754.667791014706,3937.5042934055186,238.1307814719334,77102.78693711074
LANDSAT_8_2013-08-08,77213.37789513872,71011.99428981703,5117.230568320083,8.071923489202764,402.00643603310834,312.95869691316665,361.11598056384815,77102.78693711074
LANDSAT_8_2013-08-24,76857.69206894514,25852.68097056108,20640.5908185207,329.6467285024326,24437.69900038093,4717.771886757678,879.302664220029,77102.78693711074
LANDSAT_8_2013-09-25,77137.80834497814,56951.82262140347,15261.279467730417,60.962563615406836,3919.676939244053,352.8162516814903,591.2505013025242,77102.78693711074
LANDSAT_8_2013-10-11,76106.17930865774,48088.9620124516,14228.015991521801,1860.662320004126,9477.979637919849,1395.6995111916087,1054.8598355677666,77102.78693711074
LANDSAT_8_2013-10-27,76844.2696075833,35153.06642722922,30539.438351475448,67.59888513826239,8771.416298869983,1370.222191437953,942.5274534332287,77102.78693711074
LANDSAT_8_2013-11-12,76794.2289895071,19645.35242959099,39988.34108141062,290.13008998267094,13584.14737518069,2393.5602473084327,892.69776603262,77102.78693711074
LANDSAT_8_2013-11-28,76431.58509274926,40453.3135482871,28773.74907923107,151.948532329049,6310.022301959264,132.60763823037553,609.9439927099351,77102.78693711074
LANDSAT_8_2013-12-30,77102.61051306332,73652.49286407842,2092.935707482423,22.834403798667744,695.5426145015753,108.15049506806885,530.6544281327634,77102.78693711074
LANDSAT_8_2014-01-15,76730.17003486898,61034.548860741044,8065.203131520143,3016.4911940457127,3816.2722177443948,231.2666385798626,566.3879922350395,77102.78693711074
LANDSAT_8_2014-01-31,75183.71470408016,44739.72995225261,15258.250415420946,10608.216280994899,3546.4813631897214,755.658451204149,275.3782410125322,77102.78693711074
LANDSAT_8_2014-02-16,77160.9024711382,73944.2829911326,1146.3540296004487,1492.6351764678543,500.97875365731363,27.371728480677024,49.279791796875045,77102.78693711074
LANDSAT_8_2014-03-04,77162.52231074986,71885.09818686832,2566.3113707070893,1523.5857918830554,834.1331620380467,244.13546415240378,109.25833509793387,77102.78693711074
LANDSAT_8_2014-04-05,77176.03057067246,71656.16962883931,2587.334895463093,2498.105510738615,416.12866146858516,11.77355983787866,6.518314321695966,77102.78693711074
LANDSAT_8_2014-04-21,77191.31741477214,14976.09319496092,21228.584746466913,34858.28065173799,5685.003817347787,422.65778603873264,20.697218218244924,77102.78693711074
LANDSAT_8_2014-05-07,77295.85423278311,55858.73239633294,11425.236312611425,585.0788205705273,6259.87081872177,1758.2333578337946,1408.7025267083636,77102.78693711074
LANDSAT_8_2014-05-23,77298.52300463365,2304.971231963724,50452.589132282345,5850.358506684489,17295.122471332248,725.7481178396985,669.7335445306805,77102.78693711074
