satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 5,0.9498327759197325,0.8691099476439791,0.6434782608695652,0.4999999999999999,0.6344827586206897,0.8020050125313283,0.7361597053653636
