satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 9,0.9833333333333333,0.8648648648648648,0.7719298245614036,0.7894736842105263,0.6363636363636364,0.8589743589743589,0.8100193744810407
