missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,area_ha
LANDSAT_8_2013-03-22,47310.90025452994,32608.333281805848,7053.791813202017,2038.0105261241963,5486.803166529676,123.96146686613,77102.78693711074
LANDSAT_8_2013-07-07,77309.4535821968,66766.95968417179,5009.079276461723,379.3207461483623,5114.251348563852,39.84252685197665,77102.78693711074
LANDSAT_8_2013-07-23,77243.031154879,3917.4665936696006,58761.60960111061,396.4387899423673,13194.408185744376,973.1079844094418,77102.78693711074
LANDSAT_8_2013-08-08,77213.37789513872,71218.51918919914,5010.796632546442,23.784597016833736,865.2489774272476,95.02849894677945,77102.78693711074
LANDSAT_8_2013-08-24,76857.69206894512,25815.4658249302,19337.77106315034,855.8925166383692,30232.230790957205,616.3318732672823,77102.78693711074
LANDSAT_8_2013-09-25,77137.80834497814,57415.29612463707,14424.950791397325,111.5215991838711,5116.188698967705,69.85113079126218,77102.78693711074
LANDSAT_8_2013-10-11,76106.17930865775,47307.04617690407,13711.274687392302,1847.7040166004963,12768.041270089716,472.1131576699495,77102.78693711074
LANDSAT_8_2013-10-27,76844.26960758331,35293.58998652747,29252.170559470833,139.96016045635648,11635.615949021645,522.932952108555,77102.78693711074
LANDSAT_8_2013-11-12,76794.2289895071,18846.641007717917,37233.79777931464,376.67488236514396,19588.54077409278,748.574546015851,77102.78693711074
LANDSAT_8_2013-11-28,76431.58509274927,40741.61452122466,26106.237666931895,181.43866958915427,9383.602581247469,18.691653753669293,77102.78693711074
LANDSAT_8_2013-12-30,77102.61051306334,73790.59975020788,2133.968958885108,14.002983390732712,1135.1356775003217,28.90314307770375,77102.78693711074
LANDSAT_8_2014-01-15,76730.17003486898,61217.88817999711,7809.960666247088,3033.33026169468,4460.716016039424,208.2749108878265,77102.78693711074
LANDSAT_8_2014-01-31,75183.71470408016,44583.16499761466,14730.778315829595,11091.70238565026,3892.9720881146477,885.0969168657289,77102.78693711074
LANDSAT_8_2014-02-16,77160.9024711382,73420.58990081071,1100.7038706986698,2088.854257241778,526.253621331281,24.50082105272241,77102.78693711074
LANDSAT_8_2014-03-04,77162.52231074986,71567.9850263344,2493.673247579642,1922.640365754346,907.9420715897777,270.2815994885664,77102.78693711074
LANDSAT_8_2014-04-05,77176.03057067246,62033.915694902025,2539.306012125191,12143.024817649528,454.3380429593153,5.446003033404182,77102.78693711074
LANDSAT_8_2014-04-21,77191.31741477216,8026.318033570527,19346.461014733177,42151.660266177954,7139.168306547281,527.7097937446817,77102.78693711074
LANDSAT_8_2014-05-07,77295.85423278311,54491.31306844471,12276.41333581871,952.9930187083725,9129.392105819355,445.742703987745,77102.78693711074
LANDSAT_8_2014-05-23,77298.52300463367,2533.0484642600413,48982.072714161324,6927.739863482153,17799.817673290407,1055.84428943907,77102.78693711074
LANDSAT_8_2014-06-08,77309.54637354844,2144.9470602409956,54973.059222220894,2295.9625166242135,15934.877344850338,1960.700229610781,77102.78693711074
LANDSAT_8_2014-07-10,77008.86196293621,5657.999222501692,50931.92873722092,1789.3133120448092,16558.673299218826,2070.947391951012,77102.78693711074
LANDSAT_8_2014-07-26,77309.54637354844,1818.931719189431,58901.66763449057,112.02448583185159,16089.590287344738,387.33224669184466,77102.78693711074
LANDSAT_8_2014-08-27,77217.42342572818,3432.440488698843,62023.55717256991,1571.0047862202123,10028.66231267594,161.7586655630051,77102.78693711074
LANDSAT_8_2014-09-12,76955.1895005529,63249.94891089287,6705.934606372472,659.7856785762325,5790.519408974085,549.0008957324128,77102.78693711074
LANDSAT_8_2014-09-28,77266.02399605724,2266.117172626527,31210.876062537747,1028.6861551720901,42403.886124501434,356.45848121695303,77102.78693711074
LANDSAT_8_2014-10-14,76857.2172070266,14573.287410117666,37701.49068156497,1243.3407085480878,21940.294107983984,1398.8042988111683,77102.78693711074
LANDSAT_8_2014-11-15,76419.82492641946,15978.578583509254,38899.91454904936,1021.8219441706681,20299.757797192,219.7520524963714,77102.78693711074
LANDSAT_8_2014-12-01,76504.53670430504,30633.969277180728,38593.330955457845,348.3992927972527,6825.791259311404,103.04591955670062,77102.78693711074
LANDSAT_8_2014-12-17,76794.67298409397,70569.10900783046,4854.41141479691,1.368718880184398,1351.703139142766,18.08070344227511,77102.78693711074
LANDSAT_8_2015-02-03,74885.31689568763,46863.03943201255,18774.173014354797,3001.108044577812,5552.133459067789,694.8629456749511,77102.78693711074
LANDSAT_8_2015-02-19,73271.31082701423,33609.60515348025,13064.48716346217,21461.24626195451,3683.330890061429,1452.6413580568308,77102.78693711074
LANDSAT_8_2015-03-23,75036.4619605368,47128.29047103456,20555.912423697544,1527.0313142187642,4669.22950419496,1155.9982473886198,77102.78693711074
LANDSAT_8_2015-04-24,76803.06400123645,59691.161482357275,11119.133131798817,558.2096208084173,4839.952363389202,594.6074028837523,77102.78693711074
LANDSAT_8_2015-05-10,77282.34695111682,74421.51469654284,2147.548123076863,12.469934313481371,628.8219818408277,71.99221534057621,77102.78693711074
LANDSAT_8_2015-05-26,76811.47530460695,76375.07404102423,417.49101717092555,0.0,18.910246410991633,0.0,77102.78693711074
LANDSAT_8_2015-06-11,77309.53737141466,36079.58679675091,8746.307231921332,6699.999149542618,18295.498482055737,7488.145711145847,77102.78693711074
LANDSAT_8_2015-06-27,77309.53737031907,2154.1043485329847,55094.888726452,422.45293894086325,19249.9193373361,388.1720190572396,77102.78693711074
LANDSAT_8_2015-07-13,77016.86687427708,54904.70800861395,13408.393434990388,173.84477511242906,8127.372010288381,402.5486452711054,77102.78693711074
LANDSAT_8_2015-08-14,77222.3367546804,3967.2009308757515,67032.6716579854,144.56699299842742,5868.073187866791,209.82398495414927,77102.78693711074
LANDSAT_8_2015-08-30,77308.79931059493,6638.103494484376,4735.381821263887,694.4091193811054,64870.506867569056,370.3980078981598,77102.78693711074
LANDSAT_8_2015-09-15,77309.43835147447,2038.8788068992885,51956.8100882019,208.39018234931484,22592.605400259996,512.753873760792,77102.78693711074
LANDSAT_8_2015-10-01,77142.15518800059,3742.5312788715955,60963.756904597,686.5325366878182,11283.258846845338,466.07562099651466,77102.78693711074
LANDSAT_8_2015-10-17,77109.54035544921,32594.968659134644,34863.81478215396,444.2225478159258,8867.06551877031,339.46884757155175,77102.78693711074
LANDSAT_8_2015-11-02,76182.08897230521,73134.74740481492,2320.411852176891,41.588212526003396,457.74590560742945,227.59559717993577,77102.78693711074
LANDSAT_8_2015-11-18,76648.36893357497,54694.33965900996,13195.675458713653,788.9776175126046,7636.907259404714,332.46893893332646,77102.78693711074
LANDSAT_8_2015-12-04,75800.91878005609,10922.227740850554,42888.10989319413,1086.7765780537352,19907.00094832276,996.8036196379132,77102.78693711074
LANDSAT_8_2016-02-22,77026.56170761726,72781.8479912164,3479.007204108677,4.644252815551761,753.8810719838888,7.181187489013667,77102.78693711074
LANDSAT_8_2016-03-25,77309.00635440294,32284.669429636317,9606.761126394835,6676.724580617325,23666.43103259361,5074.420185157443,77102.78693711074
LANDSAT_8_2016-04-10,76857.666744317,12092.272355748011,37334.13923299312,2194.290527825702,24148.569311220544,1088.3953165276073,77102.78693711074
LANDSAT_8_2016-04-26,77262.78839598445,14188.479195511673,37264.93124736249,1787.1631933316617,23535.78291582547,486.4318439505379,77102.78693711074
LANDSAT_8_2016-05-12,77111.0523888896,26488.208612938735,29898.437823592703,405.2258690263407,20079.360891583303,239.8191917489634,77102.78693711074
LANDSAT_8_2016-06-29,77086.670855594,6565.213642345818,38440.46777643053,2423.329252868792,28486.57436320164,1171.0858207458118,77102.78693711074
LANDSAT_8_2016-07-15,77058.36261319973,46648.015379401346,7994.459175827807,1930.1924687545254,16986.572742870925,3499.1228463434873,77102.78693711074
LANDSAT_8_2016-07-31,77158.46167112469,23922.12460607598,25002.585745847904,981.6029922310756,27091.32247361794,160.82585334775226,77102.78693711074
LANDSAT_8_2016-08-16,77029.21951942294,26247.743057200867,25745.481707296516,525.0709678993201,24184.112413125575,326.81137389851403,77102.78693711074
LANDSAT_8_2016-09-01,76862.80496204444,21141.065282009,48243.54591715009,190.8795635432225,6658.433219031677,628.880980308546,77102.78693711074
LANDSAT_8_2016-09-17,75444.49958588628,33994.98539264282,35651.93890632732,52.530964209534915,5444.294654523359,300.749668181169,77102.78693711074
LANDSAT_8_2016-10-03,76761.43814627672,20426.159005952195,38589.660179211714,533.3730089570412,16849.775395687746,362.4705564674508,77102.78693711074
LANDSAT_8_2016-11-04,77309.52836693102,2018.5895172001524,66295.32758813619,524.0499711456189,8341.28669142282,130.27459902663495,77102.78693711074
LANDSAT_8_2016-11-20,76488.1602167178,56299.2943972599,16028.217523384761,200.32151678382314,3760.2190864061195,200.10769288132985,77102.78693711074
LANDSAT_8_2016-12-22,77304.78237027583,2696.092505308684,43122.36071123008,386.4174840993471,31021.40917228322,78.50249735137827,77102.78693711074
LANDSAT_8_2017-01-07,77177.82465703007,54439.11200276625,20542.32705202433,203.35820939917716,1972.0099255811751,21.017467255940737,77102.78693711074
