missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,other
LANDSAT_5_1984-04-18,77309.54637354844,20009.072541554317,18840.585472963034,1982.658859618344,10710.145120822632,23797.90634529507,1969.1780332928718
LANDSAT_5_1984-05-04,77309.54637354844,40645.59711443842,5735.861060703202,2715.576642684097,19254.431180675205,8877.719934595909,80.36044044837395
LANDSAT_5_1984-05-20,77309.54637354845,58057.030149566766,6798.10975658184,2657.2785683343936,7704.532505573283,1136.0094105851877,956.5859829084814
LANDSAT_5_1984-06-05,75594.7641508034,55458.79132933251,747.1015244703957,1587.5023862491066,14535.678766984747,2564.835177486923,700.8549662812587
LANDSAT_5_1984-06-21,77309.54637354844,29515.074343650394,4309.868781308008,7609.5706533198745,26875.522729235163,7366.351023275869,1633.1588427590973
LANDSAT_5_1984-07-07,77309.54637354845,1091.4060388876871,62360.24783293641,364.530809645048,8487.6387844167,2763.0217404745467,2242.7011671880923
LANDSAT_5_1984-07-23,75364.28021042899,38225.564732967905,23463.17413657797,144.97650502404537,2867.9033215242252,5326.865901336933,5335.795612995799
LANDSAT_5_1984-08-08,77309.06508834503,22405.865697630885,37365.833726508485,641.9676008156134,12976.081082198945,1967.7716803324176,1951.5453008587626
LANDSAT_5_1984-11-12,77309.54637354845,59787.489324074086,3621.8056519068027,2105.049317974322,5335.570117486179,1228.8178639053026,5230.814098198791
LANDSAT_5_1984-12-30,77309.54637354845,68607.06678867963,698.0440470572679,300.97542634197083,3782.603465851835,3873.6260286901356,47.230616926245595
LANDSAT_5_1985-01-31,77309.54637354845,73594.9558456258,300.6134780297388,74.14354548513629,525.8628322978327,2628.136095796026,185.83457631244985
LANDSAT_5_1985-03-20,75301.26846490377,6790.9117506051925,37299.08840840429,542.7653680903131,11893.520570126337,17997.166045831367,777.8163218457505
LANDSAT_5_1985-04-05,75446.78627648496,68452.0174435281,131.4765588848862,187.40363331012668,5065.304838974967,1596.248504681047,14.33529710545438
LANDSAT_5_1985-04-21,77309.54637354845,67771.00995587096,1498.5076812994066,405.9029867460772,3410.5972005166686,3803.094974359018,420.4335747531624
