missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,other
LANDSAT_8_2013-03-22,47310.900254529945,19625.119097323193,8815.731582718554,5719.7047138976395,2071.293523737022,2413.2439338776894,8665.807402973493
LANDSAT_8_2013-07-07,77309.4535821968,57492.64089028511,2988.061734712268,2713.317895404155,2975.8425810251883,473.51578628155056,10666.074694489584
LANDSAT_8_2013-07-23,77243.031154879,634.852440119492,68164.79570999982,762.4766032259802,1340.582112475691,2764.103890505007,3576.2203985527854
LANDSAT_8_2013-08-08,77213.37789513874,68653.6620507103,5121.9048303468235,920.7559961985049,135.8648248574958,26.622308504104915,2354.567884519194
LANDSAT_8_2013-08-24,76857.69206894514,16536.624490198832,33381.593411304064,2877.078123172909,5810.365371960708,2200.6829476467456,16051.347724662006
LANDSAT_8_2013-09-25,77137.80834497814,51223.65766402894,17687.166104215605,2622.0987086108353,955.096471001907,102.00604884675118,4547.783348271681
LANDSAT_8_2013-10-11,76106.17930865775,30716.46650415882,14482.309715334039,9921.270197787511,5687.408472936124,1036.1055224036675,14262.618896038515
LANDSAT_8_2013-10-27,76844.26960758331,18387.44043613255,36418.19769201975,9052.2401583115,2782.7717342821516,489.6648302750307,9713.954756563096
LANDSAT_8_2013-11-12,76794.2289895071,2086.4228888136427,51991.74054446367,3881.6848564851016,2633.7960809455494,441.7516093687048,15758.833009425844
LANDSAT_8_2013-11-28,76431.58509274927,30477.29972635187,29509.954148542743,3512.2268798181212,4871.855363620477,444.4284677705432,7615.820506643369
LANDSAT_8_2013-12-30,77102.61051306334,71065.27560734747,2047.015325520562,573.4941327567467,220.3677326232412,562.0761529927502,2634.381561820408
LANDSAT_8_2014-01-15,76730.17003486898,51676.37400091126,9076.424059005632,2534.0240331650866,2478.1027689662214,6769.771133612824,4195.474039205112
LANDSAT_8_2014-01-31,75183.71470408015,36001.2414868751,15667.409037054316,2571.336940544662,2501.0526058364735,16379.416529827287,2063.258103939249
LANDSAT_8_2014-02-16,77160.90247113821,63328.89032805476,1281.7257237716149,225.96326267148166,346.9265309124948,11548.319836055283,429.076789666861
LANDSAT_8_2014-03-04,77162.52231074986,63154.11325261479,2799.9302853173426,325.35141910372846,523.7630125649152,10033.133478496213,326.23086264912126
LANDSAT_8_2014-04-05,77176.03057067245,36352.912028496365,2612.149623931981,117.3596502248442,419.45498486579027,37554.44852621365,119.70575693638908
LANDSAT_8_2014-04-21,77191.31741477214,2209.108502446056,23835.18203702471,2800.6719474163483,3547.0453004022324,44626.946164450674,172.3634630307712
LANDSAT_8_2014-05-07,77295.85423278308,20221.25467064529,11104.148670282502,11204.787695219777,5695.60994342932,5393.5406145077395,23676.512638698467
LANDSAT_8_2014-05-23,77298.52300463367,11.95458589691043,61600.47015403026,1924.2738332300949,6249.621081917028,5407.41868291792,2104.784666639793
LANDSAT_8_2014-06-08,77309.54637354844,3.6434297843209063,67486.57839500313,686.4397008281833,2464.150711408538,3845.1241729107187,2823.609963613966
LANDSAT_8_2014-07-10,77008.86196293621,1900.1869018090051,63186.25782755499,915.3007534171338,2621.854938091473,4738.626841306781,3646.6347007578
LANDSAT_8_2014-07-26,77309.54637354845,1.962390657836913,72725.62924890913,56.47988908997533,1040.0033470190922,1284.582279722963,2200.889218151609
LANDSAT_8_2014-08-27,77217.42342572818,952.1218732834898,68376.59854850915,2002.6063376015313,3286.887112309978,146.62972891361972,2452.5798251087135
LANDSAT_8_2014-09-12,76955.1895005529,54650.27792360515,9511.958741690996,4632.845285326986,1624.828911842491,636.5597232498684,5898.718914833631
LANDSAT_8_2014-09-28,77266.02399605724,66.0621185944922,60015.77874758299,1030.703875898723,13377.081867826797,318.59662225862087,2457.800763895324
LANDSAT_8_2014-10-14,76857.2172070266,4689.74617989598,50675.00453430756,5190.962512902312,7743.853796991936,1720.8196641760514,6836.830518749991
LANDSAT_8_2014-11-15,76419.82492641946,11248.881609054542,51043.89644529778,3075.1277068424024,6804.638178347041,304.50215936806325,3942.7788275064268
LANDSAT_8_2014-12-01,76504.53670430504,23488.453194855585,42334.67017879285,2547.281881652989,1792.0160690572623,459.9863383731682,5882.129041570902
LANDSAT_8_2014-12-17,76794.67298409398,56581.40875117842,4045.75933885217,6380.326650316692,716.2850063302302,4.922257839386585,9065.970979576789
LANDSAT_8_2015-02-03,74885.31689568763,30529.504442195168,20061.938749555677,8123.837451903418,2525.514739365292,4242.608879979193,9401.912632689344
LANDSAT_8_2015-02-19,73271.31082701423,20768.78957674754,13984.88546665911,2691.7876932677345,2451.93650337895,32361.499947226377,1012.4116397340935
LANDSAT_8_2015-03-23,75036.4619605368,29455.613226689835,20753.484335015564,8482.67574080936,971.5071096238308,2597.360339824042,12775.821208575642
LANDSAT_8_2015-04-24,76803.06400123645,52123.87327424355,13620.572159614056,3436.2718852070093,883.1166898133522,656.8753382923757,6082.35465406776
LANDSAT_8_2015-05-10,77282.34695111682,67996.63270410665,1690.2885437182993,2338.2790427093355,185.99541896828924,40.53938428527829,5030.6118573251215
LANDSAT_8_2015-05-26,76811.47530460697,70805.70864913502,1.3320467559814453,1847.5827709543328,16.220926620660567,0.0,4140.630911138097
LANDSAT_8_2015-06-11,77309.53737141466,8367.614470984721,9784.766064641903,12116.879429248602,7257.207580183404,5935.269667976826,33847.80015837815
LANDSAT_8_2015-06-27,77309.53737031909,10.359246157717228,68165.92164266657,153.56570658981215,4862.827160695623,1659.5672264663435,2457.2963877421785
