missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,area_ha
LANDSAT_9_2021-11-06,62549.6206111958,11952.29915143412,45448.2414200968,449.9854747720258,4641.5868013984045,57.50776349220913,77102.78693711074
LANDSAT_9_2022-02-14,76834.0135677863,52737.343644880995,16784.279377933388,4948.850324551739,2317.4641478244316,46.07607259065036,77102.78693711074
LANDSAT_9_2022-03-02,76639.02391671152,67932.83440723566,5236.920281503563,3023.5815728805446,412.5503076067421,33.137347481596095,77102.78693711074
LANDSAT_9_2022-04-19,77306.92367678124,2816.2842014744547,63294.941191672195,4025.8454331873877,6844.53272804695,325.32012239969674,77102.78693711074
LANDSAT_9_2022-05-05,77309.52837178636,2281.7050825949846,56242.26586205401,6992.561003954095,7016.707662958201,4776.288760221055,77102.78693711074
LANDSAT_9_2022-05-21,77256.79085905095,23536.22998103636,46494.66046450562,2678.298028490019,3896.8944408750613,650.7079441425242,77102.78693711074
LANDSAT_9_2022-06-06,76553.8747708243,35225.56807694618,30673.66759285308,6019.545686563603,3143.399231843929,1491.6941826165646,77102.78693711074
LANDSAT_9_2022-06-22,77309.54637354845,2146.050117814597,62534.55304062994,4421.831425907764,4752.936955978639,3454.1748332158595,77102.78693711074
LANDSAT_9_2022-07-08,77309.53737134996,2122.360788897567,46486.45620978837,16651.48742820758,7717.583028759154,4331.649915692595,77102.78693711074
LANDSAT_9_2022-07-24,76864.36375515998,29488.927098683045,43495.36276180076,1974.1014670277293,1119.399173143448,786.5732545063934,77102.78693711074
LANDSAT_9_2022-08-09,77309.52836692247,1998.1273809765128,71610.86977946227,933.6476108099005,2698.320481397773,68.56311427599142,77102.78693711074
LANDSAT_9_2022-08-25,77226.34575271225,51441.64685498034,24255.307989750916,465.5511491526686,890.7608041558175,173.07895466855496,77102.78693711074
LANDSAT_9_2022-09-10,77277.39683664286,38732.04636862871,34329.273991229704,2395.3511446620487,1331.0544767872102,489.6708553320227,77102.78693711074
LANDSAT_9_2022-09-26,76705.51663538869,59694.28906833471,15466.732965048903,534.144067368607,917.3794826659216,92.97105197010244,77102.78693711074
LANDSAT_9_2022-10-12,76131.26100520395,57944.3785464824,14476.498153525083,1513.005763095748,1986.3371584685617,211.04138363110812,77102.78693711074
LANDSAT_9_2022-10-28,77284.34052682843,2673.2658262770265,70900.4313441567,301.69922009565005,3361.4842520440375,47.45988425439692,77102.78693711074
LANDSAT_9_2023-02-01,75533.39361554626,51912.31170889064,18285.212495982,3932.77818302725,1342.857612174963,60.233615467704055,77102.78693711074
LANDSAT_9_2023-02-17,76879.86175649265,8052.642373166312,46301.02804089743,11163.305198095317,11185.858641729852,177.0275026028839,77102.78693711074
LANDSAT_9_2023-03-05,74572.69577251708,6587.118974910976,49868.779465847074,13811.994578526643,3762.9557196504384,541.8470335827861,77102.78693711074
LANDSAT_9_2023-04-06,74187.8179781515,55431.22764575367,13901.58156469597,2561.893399022607,1690.1507609578853,602.9646077218788,77102.78693711074
LANDSAT_9_2023-05-08,76626.31088039756,67840.27809482219,6481.052442109644,1648.3871609076864,98.14802801427001,558.4451545414265,77102.78693711074
LANDSAT_9_2023-05-24,77309.4743885576,74181.84747660292,1972.909260629175,948.2362904482546,0.0,206.48136087586875,77102.78693711074
LANDSAT_9_2023-06-09,77107.08836011718,18261.1447906139,41842.0912153934,3709.8802458952405,12676.871124665053,617.100983552696,77102.78693711074
LANDSAT_9_2023-07-11,77280.32940119672,2875.4110996028817,51117.34794397541,12639.950482151055,2096.203343894302,8551.416531569375,77102.78693711074
LANDSAT_9_2021-12-12,22056.474018941637,605.1761150590937,15600.486552133809,145.47287125620815,5703.636198722136,1.702281770897959,77102.78693711074
LANDSAT_9_2022-01-29,21412.009631612476,21264.621612605984,131.99599821289118,12.897624941535497,1.8550168652343744,0.6393789868164061,77102.78693711074
LANDSAT_9_2022-04-03,21558.505883570993,16207.902713481024,1190.7848311479288,3225.85979684717,918.1489666546055,15.809575439453123,77102.78693711074
LANDSAT_9_2022-11-13,21752.06121570611,19221.92524291271,1611.6569733227327,284.4330142952859,579.2095120689667,54.83647310669419,77102.78693711074
