satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 8,1,0.7826086956521738,0.5346534653465347,0.43478260869565216,0.8099173553719008,0.7615384615384615,0.6945928536243415
