mission,date,missDate,classified_ha,openWater_ha,cloud_ha,lightNSSed_ha,darkNSSed_ha,offShoreSed_ha,proportion_AOI_classified,openWater_perc,cloud_perc,lightNSSed_perc,darkNSSed_perc,offShoreSed_perc
LANDSAT_7,1999-07-25,LANDSAT_7_1999-07-25,77309.54637354844,27273.430335287943,21084.623239977052,621.1659233341443,11831.30108932109,11595.148528817814,100.2681608303168,35.278218039861095,27.272987915488773,0.8034789394996075,15.303803533077238,14.998339885208678
LANDSAT_7,1999-08-10,LANDSAT_7_1999-08-10,77309.54637354845,10341.57699585513,63996.52457369742,32.54915991680794,1326.633507953957,1098.492545220313,100.26816083031682,13.376843457192386,82.77958877740085,0.04210238119822246,1.7160021888420574,1.420901553234522
LANDSAT_7,1999-08-26,LANDSAT_7_1999-08-26,77309.54637354845,17883.20829524894,50155.32674949967,327.4251984263931,264.5328890034055,6728.2693849674815,100.26816083031682,23.1319534703255,64.87598117204885,0.4235249251681316,0.3421736401416989,8.703025306160077
LANDSAT_7,1999-09-11,LANDSAT_7_1999-09-11,77309.54637354845,57675.19716938884,11409.154934758872,461.8272105214283,1674.4194364134487,4292.420748273157,100.26816083031682,74.60294345889795,14.757756926462223,0.5973741047320943,2.16586374510969,5.552251888185718
LANDSAT_7,1999-09-27,LANDSAT_7_1999-09-27,77309.54637354844,3949.9255862220207,72003.32862524959,55.70609393089129,241.9259409652723,462.85975207228,100.2681608303168,5.109233945231753,93.13640035777732,0.07205590582788778,0.3129315230958949,0.5987096985872989
LANDSAT_7,1999-10-13,LANDSAT_7_1999-10-13,77309.54637354845,53887.603319151895,16410.716539435554,514.8250221927066,1241.3987356973882,3303.0566838188,100.26816083031682,69.703685827847,21.227283445877905,0.6659268438921464,1.6057508987300617,4.272508168472379
LANDSAT_7,1999-10-29,LANDSAT_7_1999-10-29,77309.54637354845,51470.00582217959,3193.9342950788746,1026.246905392462,2147.050349063018,17334.5049578838,100.26816083031682,66.57652028312782,4.1313582149948855,1.3274517230172151,2.777212452765903,22.422204981162352
LANDSAT_7,1999-11-14,LANDSAT_7_1999-11-14,77309.54637354845,65076.99410978594,20.72715066136506,783.5285498792575,585.2606609305521,8734.639762341574,100.26816083031682,84.17717754459895,0.026810596664497928,1.0134952106604815,0.7570354353169504,11.298268030363378
LANDSAT_7,1999-11-30,LANDSAT_7_1999-11-30,77309.54637354845,2.15226676405484,77302.15186532428,0.3073946739166858,0.16130041552255667,4.684146894366097,100.26816083031682,0.002783959892424411,99.99043519387834,3.976154153478014e-4,2.0864229980496407e-4,0.006058950173802576
LANDSAT_7,1999-12-16,LANDSAT_7_1999-12-16,77309.54637354845,22894.520185716727,41236.06690413918,377.3686655405582,1471.4424094105989,10910.985966267544,100.26816083031682,29.614091997246682,53.33890682127731,0.48812686562299545,1.9033126934942857,14.113374709957876
LANDSAT_7,2000-01-01,LANDSAT_7_2000-01-01,77309.54637354844,1208.8591073345394,70119.75470216287,1127.4368539090867,725.2118809944083,312.62728721480545,100.2681608303168,1.5636608466094326,90.6999950088369,1.4583410546240647,0.9380625226932395,0.40438380753682873
LANDSAT_7,2000-02-18,LANDSAT_7_2000-02-18,77309.54637354844,1893.006871284931,73140.18085851306,175.3629676527302,668.0966571658447,1415.4900795988046,100.2681608303168,2.448606879851808,94.60692021799014,0.22683222949647378,0.8641839054878154,1.8309382812303197
LANDSAT_7,2000-03-05,LANDSAT_7_2000-03-05,77309.54637354845,21648.07963659206,44742.62847838104,144.67794710883177,4612.426727508807,1395.557315866759,100.26816083031682,28.00181950621169,57.874648833393984,0.18714111503095496,5.966180043564392,1.8051552251045808
LANDSAT_7,2000-04-22,LANDSAT_7_2000-04-22,77309.54637354844,69.04765440384705,77069.33307031226,1.7920711633300777,43.89862405639174,124.80203028260496,100.2681608303168,0.08931323186171455,99.68928377606112,0.0023180464087462775,0.05678292800255223,0.16143159045272334
LANDSAT_7,2000-05-24,LANDSAT_7_2000-05-24,77309.54637354845,15893.787191770438,55738.48389054596,109.94754716996214,2551.2116321837725,2575.6053548414297,100.26816083031682,20.558634654217187,72.09780228333736,0.14221729699293748,3.299995604497134,3.331548916865299
LANDSAT_7,2000-06-09,LANDSAT_7_2000-06-09,77309.54637354845,3826.751748106047,64783.11425295131,426.3269504858397,3166.8939979351258,4676.632923248102,100.26816083031682,4.949908423489824,83.7970435629369,0.5514544716455715,4.096381555045164,6.049230842270493
LANDSAT_7,2000-06-25,LANDSAT_7_2000-06-25,77309.54637354845,10127.75874316955,58527.457278455986,19.112290172968855,5354.722015522636,2956.4275805052484,100.26816083031682,13.100269265885608,75.7053430318422,0.024721772497048496,6.926339975724861,3.8241429670537994
LANDSAT_7,2000-07-11,LANDSAT_7_2000-07-11,77309.54637354844,33137.26359096897,21471.021298979456,520.2795384058345,9934.385377146162,8289.783008319146,100.2681608303168,42.86309407489542,27.772794313440436,0.6729822677938372,12.850140562388845,10.722845233451668
LANDSAT_7,2000-07-27,LANDSAT_7_2000-07-27,77309.54637354845,0,77266.9650119372,0.5402726702880861,39.38474972816133,0,100.26816083031682,0,99.9449209527042,6.988434102013319e-4,0.05094422561718312,0
LANDSAT_7,2000-08-12,LANDSAT_7_2000-08-12,76118.2262371777,4.303708848876954,76046.08035167753,0.1620611853027344,1.062404196777344,66.61771126892123,98.72305437662163,0.005653979423360413,99.90521864595824,2.1290720148649546e-4,0.001395729051103984,0.08751873836542945
