satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 7,0.8714285714285713,0.824561403508772,0.7545454545454546,0.4230769230769231,0.45833333333333337,0.7424242424242424,0.6652418529884554
