satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Landsat 8,0.9923664122137404,0.8999999999999999,0.8316831683168315,0.8771929824561403,0.8923076923076922,0.9235880398671097,0.8946591600730373
