missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,area_ha
LANDSAT_5_1984-04-18,77309.54637354845,33201.80982580857,20670.650903291804,3818.306203986747,8090.598090859393,11528.181349599088,77102.78693711074
LANDSAT_5_1984-05-04,77309.54637354844,37591.60868924803,7455.226577339019,2892.164129851679,16411.68484707977,12958.862130027122,77102.78693711074
LANDSAT_5_1984-05-20,77309.54637354845,57060.083859809725,7429.035586832466,3246.1215578739443,7501.26132701778,2073.044042015832,77102.78693711074
LANDSAT_5_1984-06-05,75594.7641508034,53372.67078117685,1011.0018450383075,3357.874372033125,11752.844642518565,6100.37251003907,77102.78693711074
LANDSAT_5_1984-06-21,77309.54637354844,24495.833681287517,5918.64323489519,9707.802123959369,23220.625178096056,13966.642155309413,77102.78693711074
LANDSAT_5_1984-07-07,77309.54637354845,1116.3357959422901,63375.85998078916,370.942880615663,10458.986630315256,1987.4210858862318,77102.78693711074
LANDSAT_5_1984-07-23,75364.28021042897,38598.2655291681,26522.385298255256,1019.8975640384368,3566.882734692723,5656.84908427285,77102.78693711074
LANDSAT_5_1984-08-08,77309.06508834503,22065.27780855031,39587.24236309152,801.3794230099991,12942.0969863273,1913.068507364513,77102.78693711074
LANDSAT_5_1984-11-12,77309.54637354845,61263.54893576476,4725.890812751916,3399.272799299641,5623.3646183184255,2297.4692074111335,77102.78693711074
LANDSAT_5_1984-12-30,77309.54637354845,68004.0642101412,389.3653831112302,743.8217176010451,3466.1469618060346,4706.148100887256,77102.78693711074
LANDSAT_5_1985-01-31,77309.54637354844,76354.20401645459,21.409354689874426,153.4423801655473,700.1750181362141,80.31560410228535,77102.78693711074
LANDSAT_5_1985-03-20,75301.26846490375,23683.99326484879,40828.34205579248,847.3285982682092,8496.98257537068,1444.6219706200093,77102.78693711074
LANDSAT_5_1985-04-05,75446.78627648496,66932.52402631583,1002.2602087198252,848.1201778960399,4607.868538283315,2056.013325266907,77102.78693711074
LANDSAT_5_1985-04-21,77309.54637354844,63608.63153773806,2194.218130886044,1369.3291656936765,4538.976310075169,5598.391229150899,77102.78693711074
LANDSAT_5_1985-05-07,75474.25891173887,672.8405779788759,67885.217430101,1122.065679992164,5350.483887971636,443.6513356942646,77102.78693711074
LANDSAT_5_1985-06-08,75555.91053902694,75532.1929549324,0.0,19.899037452698934,3.7915286206054684,0.027018021240234377,77102.78693711074
