missDate,classified,cloud,openWater,lightNSSed,OSSed,dNSSed,other,area_ha
LANDSAT_7_1999-07-25,77309.54637354845,33635.884702383526,22277.102814418697,1547.673620529978,9502.238067056554,806.4776897555085,9540.169479403268,77102.78693711074
LANDSAT_7_1999-08-10,77309.54637354845,64340.64689577229,9535.237346900145,167.20101078182907,1447.9250603279575,93.55766974472942,1724.9783900168954,77102.78693711074
LANDSAT_7_1999-08-26,77309.54637354845,50880.9995173975,19389.650366549737,47.57230481753119,4911.429926826928,22.62914205620501,2057.2651159034112,77102.78693711074
LANDSAT_7_1999-09-11,77309.54637354844,12438.048795161336,56706.794964172834,509.30650776412546,5148.450637404447,199.38535087259447,2307.5601181737893,77102.78693711074
LANDSAT_7_1999-09-27,77309.54637354845,72046.92995755744,3487.5481389767583,68.4964364339024,478.1595485672477,11.679372313940906,1216.732919695569,77102.78693711074
LANDSAT_7_1999-10-13,77309.54637354845,16499.76714325345,53559.804597763665,730.9107940254979,2866.542229034127,172.57145073692115,3479.9501587338054,77102.78693711074
LANDSAT_7_1999-10-29,77309.54637354845,3605.6038356265426,47482.45023141696,274.5211281442466,23442.928671661186,284.22795749220097,2219.8145492055596,77102.78693711074
LANDSAT_7_1999-11-14,77309.54637354845,61.68978647317324,68135.59031713963,397.5029054916983,6453.6813227003295,204.43872673156216,2056.6433150124017,77102.78693711074
LANDSAT_7_1999-11-30,77309.54637354845,77305.17876189787,0.03580904465140548,0.25976753728410307,3.5252993021647145,0.022932021448471965,0.5238037450477749,77102.78693711074
LANDSAT_7_1999-12-16,77309.54637354845,43937.43415744701,20582.57213842818,144.70866719041538,10958.48131557222,215.07971973514736,1471.2703751732959,77102.78693711074
LANDSAT_7_2000-01-01,77309.54637354844,69611.1066171702,1315.5225775298165,1816.8275279107484,147.4751542252794,129.65653249890406,4288.957964211946,77102.78693711074
LANDSAT_7_2000-02-18,77309.54637354845,74486.15638641526,0.1710642901611328,5.446859340820313,2771.4143003075314,26.61616649449004,19.741596699596958,77102.78693711074
LANDSAT_7_2000-03-05,77309.54637354845,45991.459760342565,19552.031039156456,577.3402557842367,1255.3356871770998,92.40083575962446,9840.978795325072,77102.78693711074
LANDSAT_7_2000-04-22,77309.54637354844,77231.97492585622,0.15304902709960932,1.2794848504997698,72.811089347946,1.8367754354726755,1.4910490312643612,77102.78693711074
LANDSAT_7_2000-05-24,77309.54637354845,57776.03837664761,13183.093130477671,230.80244893015438,3509.51291939915,437.722535275283,2172.3769628136693,77102.78693711074
LANDSAT_7_2000-06-09,77309.54637354844,65977.70849585725,1257.356465450067,851.6649226285324,5804.902470930019,348.6339074737183,3069.2801112079906,77102.78693711074
LANDSAT_7_2000-06-25,77309.54637354844,60551.56732062573,8937.932703332302,783.3960550542333,3178.7009926340766,1092.2585389560788,2765.690762943762,77102.78693711074
LANDSAT_7_2000-07-11,77309.54637354844,27030.830142561732,27948.42781968137,963.7128926396284,10914.928368862384,723.167218324239,9728.47993147706,77102.78693711074
LANDSAT_7_2000-07-27,77309.54637354845,77309.54637354845,0.0,0.0,0.0,0.0,0.0,77102.78693711074
LANDSAT_7_2000-08-12,76118.22623717772,76083.70690935232,0.0,9.660660205688476,16.3053827801514,1.8816934417724613,6.671591397705082,77102.78693711074
LANDSAT_7_2000-08-28,77309.54637354844,59176.128498448285,10408.773200814445,480.9314740502933,3889.9462230804183,842.8937947602277,2510.8731823904022,77102.78693711074
LANDSAT_7_2000-09-13,77309.54637354845,77197.42646141893,0.1090319581633923,30.75713897689282,27.20969132658357,29.221758215482843,24.822291652413163,77102.78693711074
LANDSAT_7_2000-09-29,77309.54637354845,61145.23216785666,825.6513956889345,1020.7420167313254,11334.535516938584,586.6941889094061,2396.691087422079,77102.78693711074
LANDSAT_7_2000-10-31,77309.54637354845,54051.837765776036,9230.113389735006,418.618687761332,8954.165890531238,514.7345073681538,4140.076132373496,77102.78693711074
LANDSAT_7_2000-11-16,77309.54637354845,50000.34231340036,20369.247587454254,79.09462053706393,4339.746115349384,96.13690531360814,2424.9788314900516,77102.78693711074
LANDSAT_7_2000-12-02,77309.54637354845,30537.000243950595,8374.499670953614,684.0946248476172,27805.19848222329,1638.2786542530391,8270.47469731987,77102.78693711074
LANDSAT_7_2001-01-03,75541.98970062824,75118.46309641373,4.671886077270511,3.2170835774811373,379.53517903955543,11.621018305300247,24.48143721476714,77102.78693711074
