satellite,cloud,openWater,lightNearShoreSediment,offShoreSediment,darkNearShoreSediment,GTB_accuracy,GTB_kappa
Sentinel 2,1,0.8828828828828829,0.6567164179104478,0.47058823529411764,0.6749999999999999,0.8461538461538461,0.7862457351913513
