system:index,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,class,lat,lon,.geo
1_1_1_1_1_1_1_0,0.014664999999999984,0.014499999999999985,-0.003897499999999998,0.0023175,0.007074999999999998,-2.3999999999999022E-4,openWater,46.91732681315259,-91.75611185650118,"{""type"":""Point"",""coordinates"":[-91.75611185650118,46.91732681315259]}"
1_1_1_1_1_1_1_1,0.011089999999999989,0.007707500000000006,-0.002962500000000007,0.002977499999999994,-0.003375000000000017,-1.5750000000000486E-4,openWater,46.91216739726737,-91.7135398350168,"{""type"":""Point"",""coordinates"":[-91.7135398350168,46.91216739726737]}"
1_1_1_1_1_1_1_2,0.0204125,0.011915000000000009,0.0066900000000000015,0.0053974999999999995,0.014197500000000002,0.0034450000000000036,openWater,46.90161249940346,-91.64556192974337,"{""type"":""Point"",""coordinates"":[-91.64556192974337,46.90161249940346]}"
1_1_1_1_1_1_1_3,0.022406250000000003,0.014046249999999996,0.004366250000000002,0.005260000000000001,0.0012174999999999964,-0.001862500000000003,openWater,46.887301430769824,-91.66616129497774,"{""type"":""Point"",""coordinates"":[-91.66616129497774,46.887301430769824]}"
1_1_1_1_1_1_1_4,0.019903749999999998,0.018556249999999996,0.00417374999999999,0.005122500000000002,0.0011762499999999898,0.0020837499999999953,openWater,46.87228243355469,-91.67749094585665,"{""type"":""Point"",""coordinates"":[-91.67749094585665,46.87228243355468]}"
1_1_1_1_1_1_1_5,0.013042499999999985,0.007377500000000009,-0.0010374999999999968,-0.0019175000000000164,-0.0061249999999999916,0.0025099999999999845,openWater,46.90864932890479,-91.74924540142305,"{""type"":""Point"",""coordinates"":[-91.74924540142305,46.90864932890479]}"
1_1_1_1_1_1_1_6,-0.007555000000000006,-0.0158875,-0.018059999999999993,-0.015640000000000015,-0.0030999999999999917,0.0015475000000000072,openWater,47.238811576493234,-91.08083640866177,"{""type"":""Point"",""coordinates"":[-91.08083640866177,47.23881157649324]}"
1_1_1_1_1_1_1_7,-0.012560000000000016,-0.015612500000000001,-0.01781250000000001,-0.010470000000000007,-0.003044999999999992,0.0015475000000000072,openWater,47.22762174069274,-91.06298362545864,"{""type"":""Point"",""coordinates"":[-91.06298362545864,47.22762174069274]}"
1_1_1_1_1_1_1_8,-0.005354999999999999,-0.008462500000000012,-0.014182500000000015,-0.0096725,-0.005547500000000011,-0.003925000000000012,openWater,47.22808803102387,-91.16392051510708,"{""type"":""Point"",""coordinates"":[-91.16392051510708,47.22808803102387]}"
1_1_1_1_1_1_1_9,-0.004365000000000008,-0.00414500000000001,-0.015310000000000018,-0.010442499999999993,-0.005739999999999995,-0.004007499999999997,openWater,47.27609396566796,-91.03208457760708,"{""type"":""Point"",""coordinates"":[-91.03208457760708,47.276093965667954]}"
1_1_1_1_1_1_1_10,0.0038849999999999996,-0.003952499999999998,-0.010332499999999994,-0.005409999999999998,-2.6750000000000385E-4,-0.0012300000000000089,openWater,47.290533834732,-91.1213484936227,"{""type"":""Point"",""coordinates"":[-91.1213484936227,47.290533834732]}"
1_1_1_1_1_1_1_11,0.004283750000000003,0.0020562500000000095,-0.00184875000000001,-0.0040625000000000105,0.001258749999999989,0.002248749999999994,openWater,46.62830495408215,-90.53398659704425,"{""type"":""Point"",""coordinates"":[-90.53398659704425,46.628304954082154]}"
1_1_1_1_1_1_1_12,-0.01157000000000001,-0.006523749999999995,-0.012188749999999998,-0.006523750000000009,-5.425000000000013E-4,0.0014374999999999943,openWater,46.63467035668699,-90.51888039587237,"{""type"":""Point"",""coordinates"":[-90.51888039587237,46.63467035668699]}"
1_1_1_1_1_1_1_13,-0.010662499999999991,-0.008819999999999995,-0.016492499999999993,-0.012890000000000013,0.0045449999999999935,0.004077499999999984,openWater,46.82650573120798,-90.24489489540446,"{""type"":""Point"",""coordinates"":[-90.24489489540446,46.82650573120797]}"
1_1_1_1_1_1_1_14,-0.017977500000000007,-0.011734999999999995,-0.018967499999999998,-0.006152500000000005,0.006552499999999989,0.006525000000000003,openWater,46.84693856344327,-90.14533129677164,"{""type"":""Point"",""coordinates"":[-90.14533129677164,46.84693856344327]}"
